x,y,z,phi1,PHI,phi2,phase,grain_id,kam,stored_energy,is_recrystallized
0.0,19.0,1.0,344.66840218142727,89.10787789215942,164.04824024639024,1,10,6.285943506836733,0.0,0
0.0,19.0,2.0,343.9813913096846,85.5048051891059,169.3285049573811,1,8,6.562585987743786,0.0,0
0.0,19.0,3.0,340.9665156846877,85.2344047821576,165.513271627736,1,12,5.605029258677036,0.0,0
0.0,19.0,4.0,343.9813913096846,85.5048051891059,169.3285049573811,1,8,6.807835263340031,0.0,0
0.0,19.0,5.0,343.9813913096846,85.5048051891059,169.3285049573811,1,8,6.801417551037385,0.0,0
0.0,19.0,6.0,343.9813913096846,85.5048051891059,169.3285049573811,1,8,7.347044456493306,0.0,0
0.0,19.0,7.0,340.20497433543835,91.47441956942811,164.89650490655495,1,9,8.106174780761277,0.0,0
0.0,19.0,8.0,340.20497433543835,91.47441956942811,164.89650490655495,1,9,8.106174780761277,0.0,0
0.0,19.0,9.0,343.9813913096846,85.5048051891059,169.3285049573811,1,8,6.999530066842953,0.0,0
1.0,0.0,0.0,198.61351935264628,141.53048770266645,88.51820753733084,1,4,7.560924481969078,0.0,0
1.0,0.0,1.0,190.06937225195588,139.49126982687213,91.23302944146958,1,5,6.817403778641573,0.0,0
1.0,0.0,2.0,198.46006145011367,138.49013690391607,93.95743321522828,1,0,7.690947759091866,0.0,0
1.0,0.0,3.0,198.46006145011367,138.49013690391607,93.95743321522828,1,0,7.438122524230216,0.0,0
1.0,0.0,4.0,198.46006145011367,138.49013690391607,93.95743321522828,1,0,6.697483695668333,0.0,0
1.0,0.0,5.0,193.2564626258121,144.298168268226,89.88425367564571,1,1,6.723289358327302,0.0,0
1.0,0.0,6.0,193.6232339575343,141.60716557700698,99.60838339957147,1,3,9.499239781198813,0.0,0
1.0,0.0,7.0,199.25129889894518,141.55110495974392,98.8017418128622,1,2,5.660838537342837,0.0,0
1.0,0.0,8.0,199.25129889894518,141.55110495974392,98.8017418128622,1,2,5.901440311623344,0.0,0
1.0,0.0,9.0,193.2564626258121,144.298168268226,89.88425367564571,1,1,7.361493167999665,0.0,0
1.0,1.0,0.0,198.46006145011367,138.49013690391607,93.95743321522828,1,0,6.336522746141169,0.0,0
1.0,1.0,1.0,198.46006145011367,138.49013690391607,93.95743321522828,1,0,6.4776786558335795,0.0,0
1.0,1.0,2.0,198.46006145011367,138.49013690391607,93.95743321522828,1,0,7.251236342538684,0.0,0
1.0,1.0,3.0,193.2564626258121,144.298168268226,89.88425367564571,1,1,6.7915101729868725,0.0,0
1.0,1.0,4.0,199.25129889894518,141.55110495974392,98.8017418128622,1,2,5.749713093746893,0.0,0
1.0,1.0,5.0,198.46006145011367,138.49013690391607,93.95743321522828,1,0,6.115630472132303,0.0,0
1.0,1.0,6.0,198.46006145011367,138.49013690391607,93.95743321522828,1,0,6.348612089224706,0.0,0
1.0,1.0,7.0,198.46006145011367,138.49013690391607,93.95743321522828,1,0,6.916732049409187,0.0,0
1.0,1.0,8.0,190.06937225195588,139.49126982687213,91.23302944146958,1,5,6.853470230989791,0.0,0
1.0,1.0,9.0,209.2978755080257,143.41286950852924,100.09185854347753,1,16,10.104600484252323,0.0,0
1.0,2.0,0.0,198.46006145011367,138.49013690391607,93.95743321522828,1,0,6.206390332298225,0.0,0
1.0,2.0,1.0,193.2564626258121,144.298168268226,89.88425367564571,1,1,6.837059146221478,0.0,0
1.0,2.0,2.0,198.46006145011367,138.49013690391607,93.95743321522828,1,0,7.793335714294595,0.0,0
1.0,2.0,3.0,198.46006145011367,138.49013690391607,93.95743321522828,1,0,7.431693895924889,0.0,0
1.0,2.0,4.0,199.25129889894518,141.55110495974392,98.8017418128622,1,2,5.936549190660492,0.0,0
1.0,2.0,5.0,198.46006145011367,138.49013690391607,93.95743321522828,1,0,5.665900451158559,0.0,0
1.0,2.0,6.0,198.46006145011367,138.49013690391607,93.95743321522828,1,0,5.829930576695919,0.0,0
1.0,2.0,7.0,198.46006145011367,138.49013690391607,93.95743321522828,1,0,6.127442444904942,0.0,0
1.0,2.0,8.0,198.46006145011367,138.49013690391607,93.95743321522828,1,0,7.109562743753874,0.0,0
1.0,2.0,9.0,193.2564626258121,144.298168268226,89.88425367564571,1,1,7.05621334640432,0.0,0
1.0,3.0,0.0,199.25129889894518,141.55110495974392,98.8017418128622,1,2,5.829341021763899,0.0,0
1.0,3.0,1.0,198.46006145011367,138.49013690391607,93.95743321522828,1,0,6.773962202500489,0.0,0
1.0,3.0,2.0,198.46006145011367,138.49013690391607,93.95743321522828,1,0,7.14422206483191,0.0,0
1.0,3.0,3.0,198.46006145011367,138.49013690391607,93.95743321522828,1,0,6.3693585530515735,0.0,0
1.0,3.0,4.0,190.06937225195588,139.49126982687213,91.23302944146958,1,5,7.236366094442805,0.0,0
1.0,3.0,5.0,198.61351935264628,141.53048770266645,88.51820753733084,1,4,7.596795120227777,0.0,0
1.0,3.0,6.0,198.46006145011367,138.49013690391607,93.95743321522828,1,0,6.014739833242319,0.0,0
1.0,3.0,7.0,193.2564626258121,144.298168268226,89.88425367564571,1,1,6.5565148259814094,0.0,0
1.0,3.0,8.0,198.46006145011367,138.49013690391607,93.95743321522828,1,0,6.558923097028463,0.0,0
1.0,3.0,9.0,209.2978755080257,143.41286950852924,100.09185854347753,1,16,9.155375903677918,0.0,0
1.0,4.0,0.0,198.46006145011367,138.49013690391607,93.95743321522828,1,0,6.801507327972673,0.0,0
1.0,4.0,1.0,198.46006145011367,138.49013690391607,93.95743321522828,1,0,7.276559204695513,0.0,0
1.0,4.0,2.0,198.46006145011367,138.49013690391607,93.95743321522828,1,0,7.654726309482969,0.0,0
1.0,4.0,3.0,198.46006145011367,138.49013690391607,93.95743321522828,1,0,6.930368026496543,0.0,0
1.0,4.0,4.0,198.46006145011367,138.49013690391607,93.95743321522828,1,0,6.230716073744099,0.0,0
1.0,4.0,5.0,198.46006145011367,138.49013690391607,93.95743321522828,1,0,5.956641290131529,0.0,0
1.0,4.0,6.0,198.46006145011367,138.49013690391607,93.95743321522828,1,0,6.041651915159659,0.0,0
1.0,4.0,7.0,198.46006145011367,138.49013690391607,93.95743321522828,1,0,6.473240757468475,0.0,0
1.0,4.0,8.0,199.25129889894518,141.55110495974392,98.8017418128622,1,2,5.665597036436735,0.0,0
1.0,4.0,9.0,198.46006145011367,138.49013690391607,93.95743321522828,1,0,6.865497962621162,0.0,0
1.0,5.0,0.0,198.46006145011367,138.49013690391607,93.95743321522828,1,0,7.033222857955388,0.0,0
1.0,5.0,1.0,198.46006145011367,138.49013690391607,93.95743321522828,1,0,7.006310776038052,0.0,0
1.0,5.0,2.0,193.2564626258121,144.298168268226,89.88425367564571,1,1,6.985305936992925,0.0,0
1.0,5.0,3.0,198.46006145011367,138.49013690391607,93.95743321522828,1,0,6.532155663523368,0.0,0
1.0,5.0,4.0,193.2564626258121,144.298168268226,89.88425367564571,1,1,6.635425804319611,0.0,0
